post_id,created_at,raw_text,translated_text,source_type,source_file,reliability_label,annotator_name,annotation_time,notes
2051777034691698730,2026-05-05T21:32:19.000Z,"Hi @MMDA , question. I have a new car released yesterday. I have invoice with me, orcr will be available 1-2 weeks from now. Am i allowed to drive the car with just a copy of invoice with me? Thanks!",,social_media,x_recent_posts_translated_20260506_1618.csv,0.0,auto_bootstrap,2026-05-11T18:52:18,auto: question/subjective noise
2051776633036750883,2026-05-05T21:30:44.000Z,"@fearlessanytime until MMDA or LTO come to throw in jail, all is well 🤣",,social_media,x_recent_posts_translated_20260506_1618.csv,0.0,Joshua Pagallaman,2026-05-11T19:31:20,not traffic related
2051768315715166688,2026-05-05T20:57:41.000Z,MMDA ALERT: Road crash incident at C5 Julia Vargas Shell SB involving motorcycle and SUV as of 4:31 AM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051698192010649794,2026-05-05T16:19:02.000Z,TRAFFIC ADVISORY: EDSA Ortigas flyover NB going La Salle is temporarily closed to traffic due to the Department of Public Works and Highways painting of vertical clearance in the area as of 12:01 AM. Motorists are advised to take alternate routes. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,Joshua Pagallaman,2026-05-11T19:31:45,Road closure Traffic Update
2051654007538786702,2026-05-05T13:23:27.000Z,MMDA ALERT: Road crash incident at Ayala Tunnel NB involving closed van and motorcycle as of 8:51 PM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051616348934185251,2026-05-05T10:53:49.000Z,MMDA ALERT: Road crash incident at Ortigas Ave. Medical City WB involving two motorcycles as of 6:15 PM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051610628859789444,2026-05-05T10:31:05.000Z,@ProudFamilyNyo 7 am - 10 am at 5 pm - 8 pm #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,0.0,Joshua Pagallaman,2026-05-11T19:32:01,coding hours
2051610420935639337,2026-05-05T10:30:16.000Z,MMDA ALERT: Road crash incident at Commonwealth Fairlane EB involving car and motorcycle as of 6:10 PM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051604845271150839,2026-05-05T10:08:06.000Z,"@MMDA Hi good afternoon. May I know What is the updated coding scheme of uvvrp last march 11, 2026 at the area of edsa Guadalupe? Thank you",,social_media,x_recent_posts_translated_20260506_1618.csv,0.0,auto_bootstrap,2026-05-11T18:52:18,auto: question/subjective noise
2051602808156143805,2026-05-05T10:00:01.000Z,"𝗖𝗵𝗮𝗻𝗴𝗲 𝘀𝘁𝗮𝗿𝘁𝘀 𝘄𝗶𝘁𝗵 𝘂𝘀.
Watch: https://t.co/SvgPtDeN6E
Subscribe. Like and Comment! 

#kongversation #franciskong #gabrielgo #mmda  #government #changes https://t.co/AobCcafXH1",,social_media,x_recent_posts_translated_20260506_1618.csv,0.0,Joshua Pagallaman,2026-05-11T19:32:13,not related
2051600657598009581,2026-05-05T09:51:28.000Z,@niennaspo Even got some MMDA if I get too bored https://t.co/teOHdSMbXo,,social_media,x_recent_posts_translated_20260506_1618.csv,0.0,Joshua Pagallaman,2026-05-11T19:32:24,not related
2051597504899379514,2026-05-05T09:38:56.000Z,MMDA ALERT: Road crash incident at C5 Greenmeadows intersection SB involving motorcycle and car as of 5:15 PM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051592008867938348,2026-05-05T09:17:06.000Z,MMDA ALERT: Road crash incident at EDSA Magallanes Service road SB involving SUV and AUV as of 5:01 PM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051591506700718399,2026-05-05T09:15:06.000Z,MMDA ALERT: Road crash incident at Bonifacio Drive Katigbak intersection SB involving motorcycle and van as of 5:01 PM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051589944200815063,2026-05-05T09:08:54.000Z,MMDA ALERT: Road crash incident at EDSA ADB Ortigas Exit NB involving SUV and van as of 4:47 PM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051589912345080227,2026-05-05T09:08:46.000Z,MMDA ALERT: Road crash incident at EDSA Magallanes Flyover going SLEX involving motorcycle and taxi as of 4:27 PM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051579779275694117,2026-05-05T08:28:30.000Z,MMDA ALERT: Road crash incident at Commonwealth Regalado after intersection EB involving motorcycle as of 3:58 PM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051567881096487401,2026-05-05T07:41:13.000Z,MMDA ALERT: Stalled AUV due to mechanical problem at EDSA Guadix Drive NB as of 3:27 PM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051567855095963649,2026-05-05T07:41:07.000Z,MMDA ALERT: Road crash incident at EDSA Q. Mart SB involving taxi and motorcycle as of 3:15 PM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051562938776047976,2026-05-05T07:21:35.000Z,MMDA ALERT: Stalled mixer due to mechanical problem at C5 Eastwood NB as of 2:44 PM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051557253455749336,2026-05-05T06:58:59.000Z,MMDA ALERT: Stalled van due to mechanical problem at EDSA Diosdado Macapagal Ext intersection SB as of 2:27 PM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051548680579367265,2026-05-05T06:24:56.000Z,"As much as I want to organize a Niji fun run, I would need people who knows how to do security and safety stuff for these, there is also a cash bond thing needed with mmda... https://t.co/LTTVUVvbsb",,social_media,x_recent_posts_translated_20260506_1618.csv,0.0,Joshua Pagallaman,2026-05-11T19:32:55,not related
2051543479579492489,2026-05-05T06:04:16.000Z,MMDA ALERT: Road crash incident at C5 Greenmeadows NB involving car and SUV as of 1:56 PM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051543451410612295,2026-05-05T06:04:09.000Z,MMDA ALERT: Stalled car due to mechanical trouble at C5 Katipunan Ave. Shuster SB as of 1:46 PM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051543423916876100,2026-05-05T06:04:02.000Z,MMDA ALERT: Road crash incident at C5 Greenmeadows NB involving motorcycle and van as of 1:24 PM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051527166442222004,2026-05-05T04:59:26.000Z,MMDA ALERT: Road crash incident at EDSA Estrella NB involving SUV and car as of 12:55 PM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051523492437430316,2026-05-05T04:44:50.000Z,MMDA ALERT: Stalled elf truck due to mechanical trouble at Marcos Highway WB as of 12:31 PM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051497291685752953,2026-05-05T03:00:43.000Z,MMDA ALERT: Road crash incident at C5 Talipapa SB involving aluminum van and wing van as of 10:50 AM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051497088899498060,2026-05-05T02:59:55.000Z,MMDA ALERT: Road crash incident at C5 Katipunan Ave. C.P Garcia NB involving car as of 9:52 AM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda https://t.co/bujk3qgTB1,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051491492557115719,2026-05-05T02:37:41.000Z,MMDA ALERT: Road crash incident at Quirino Highway Leland drive EB involving truck as of 10:11 AM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051489646346203585,2026-05-05T02:30:21.000Z,"@JACOB44374092 Meron pong number coding sa nasabing lugar.  

7:00 a.m. to 10:00 a.m.  and 5:00 p.m. to 8:00 p.m.

WINDOW HOURS - 10:01AM to 4:59PM

#mmda",,social_media,x_recent_posts_translated_20260506_1618.csv,0.0,Joshua Pagallaman,2026-05-11T19:33:04,Coding hours
2051483237508382996,2026-05-05T02:04:53.000Z,MMDA ALERT: Road crash incident at Katipunan CP Garcia NB involving car as of 9:52 AM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051473046222110984,2026-05-05T01:24:23.000Z,MMDA ALERT: Road crash incident at Mia Roxas SB involving 2 closed van as of 9:21 AM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051472547951390896,2026-05-05T01:22:24.000Z,MMDA ALERT: Stalled elf truck to flat tire at Katipunan B. Serrano NB as of 9:15 AM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051471674944766364,2026-05-05T01:18:56.000Z,"MMDA ALERT: Multiple collision at Quirino Osmeña SB involving SUV, taxi and motorcycle as of 9:07 AM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda",,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051467485602546001,2026-05-05T01:02:17.000Z,@MMDA may coding ba sa Dr. A. Santos Avenue?,Is there a codding on Dr. A. Santos Avenue?,social_media,x_recent_posts_translated_20260506_1618.csv,0.0,auto_bootstrap,2026-05-11T18:52:18,auto: question/subjective noise
2051466167022428461,2026-05-05T00:57:03.000Z,MMDA ALERT: Road crash incident at C5 Katipunan Ave. Magsaysay Ave. NB involving SUV and wing van as of 8:38 AM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051465970598953068,2026-05-05T00:56:16.000Z,MMDA ALERT: Road crash incident at EDSA Buendia Ave. NB involving SUV and car as of 8:31 AM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051465566389678375,2026-05-05T00:54:40.000Z,MMDA ALERT: Road crash incident at EDSA Pinatubo St. SB involving Fx and car as of 8:07 AM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051439636275511597,2026-05-04T23:11:37.000Z,MMDA ALERT: Stalled truck due to mechanical trouble at Aurora H. Lozada EB as of 7:05 AM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051439276462870847,2026-05-04T23:10:12.000Z,MMDA ALERT: Stalled truck to mechanical trouble at Aurora H. Lozada EB as of 7:05 AM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051434917440168424,2026-05-04T22:52:52.000Z,MMDA ALERT: Road crash incident at C5 Ortigas EB involving 2 motorcycles as of 6:38 AM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051429430581469306,2026-05-04T22:31:04.000Z,THE Metropolitan Manila Development Authority (MMDA) said on Monday that Tokyo Gov. Yuriko Koike is willing to assist in putting out the smoldering fire at the sanitary landfill in Navotas City that has triggered an environmental problem in the... https://t.co/oNNCOM4JZy,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,Joshua Pagallaman,2026-05-11T19:33:17,Fire event
2051419234245509608,2026-05-04T21:50:33.000Z,MMDA ALERT: Road crash incident at C5 after intersection Miriam Katipunan SB involving closed van and taxi as of 5:40 AM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051419137873006952,2026-05-04T21:50:10.000Z,MMDA ALERT: Stalled bus due to mechanical problem at Quezon Ave. WB Delta  as of 5:43 AM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051413394700505301,2026-05-04T21:27:21.000Z,TRAFFIC ADVISORY: EDSA Ortigas flyover NB going La Salle is temporarily closed to traffic due to DPWH's dismantling of gantry in the area as of 2:35 AM. Motorists are advised to take alternate routes. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,Joshua Pagallaman,2026-05-11T19:33:23,Road closure
2051407171079029150,2026-05-04T21:02:37.000Z,MMDA ALERT: Road crash incident at EDSA Santolan split flyover NB  involving closed van  as of 4:50 AM. One lane occupied. MMDA enforcers are on site managing traffic. #mmd,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051399989398757734,2026-05-04T20:34:05.000Z,@LorYCee You're welcome. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,0.0,Joshua Pagallaman,2026-05-11T19:33:36,not related
2051299494357287280,2026-05-04T13:54:45.000Z,@MMDA Thank you!,,social_media,x_recent_posts_translated_20260506_1618.csv,0.0,Joshua Pagallaman,2026-05-11T19:33:43,not related
2051296850804883492,2026-05-04T13:44:15.000Z,MMDA ALERT: Stalled wing van due to mechanical trouble at C5 Lanuza Ave NB as of 8:59 PM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
2051288750152720460,2026-05-04T13:12:03.000Z,MMDA ALERT: Road crash incident at EDSA Taft Ave NB involving tractor and SUV as of 8:56 PM. One lane occupied. MMDA enforcers are on site managing traffic. #mmda,,social_media,x_recent_posts_translated_20260506_1618.csv,1.0,auto_bootstrap,2026-05-11T18:52:18,auto: mmda/event signal
